Date,mpob,icdx,sentiment,arima
2012-11-29,2063,6835,0.4,0.2678390716
2012-11-30,2078,6800,0,0.2330136621
2012-12-03,2087.5,6590,0.5,0.2439660738
2012-12-04,2054.5,6560,0.5,0.245887688
2012-12-05,2076,6535,0.25,0.2333190099
2012-12-06,2048,6585,0.5,0.2445325292
2012-12-07,2062,6585,0.2,0.2297409913
2012-12-10,2050,6645,0,0.2383029024
2012-12-11,2038,6645,1,0.231969314
2012-12-12,2026,6500,0,0.2279139294
2012-12-13,2027,6490,0.5,0.2236003909
2012-12-14,2047,6565,0.2,0.2242859492
2012-12-17,2064,6680,0,0.2328113431
2012-12-18,2055.5,6590,0.75,0.2388945367
2012-12-19,2027,6600,0.6666666667,0.2346399853
2012-12-20,2029,6650,0.6666666667,0.2230402395
2012-12-21,2075,6800,0,0.2249010663
2012-12-24,2130,6800,1,0.2436878483
2012-12-26,2100.5,6955,1,0.2647234653
2012-12-27,2124,7015,0.5,0.2501144985
2012-12-28,2172,7100,0.5,0.2612078028
2012-12-31,2231,7100,0.5,0.2779065264
2013-01-02,2217,7380,0.6666666667,0.3008245024
2013-01-03,2246,7390,0.5,0.2928511345
2013-01-04,2254.5,7400,0.6666666667,0.3052470443
2013-01-07,2239.5,7285,0,0.3057065333
2013-01-08,2217,7165,0.5,0.2999326254
2013-01-09,2224,7300,0.5,0.2919188248
2013-01-10,2225.5,7385,0.5,0.2953028282
2013-01-11,2162,7215,0.2,0.2957339788
2013-01-14,2157,7150,0.3333333333,0.2700959983
2013-01-15,2210.5,7315,0.5,0.2715548925
2013-01-16,2201.5,7515,1,0.2925422734
2013-01-17,2191,7295,1,0.2868994549
2013-01-18,2203.2,7400,1,0.284651073
2013-01-21,2216,7410,0.3333333333,0.2883401442
2013-01-22,2224.5,7525,1,0.2924134255
2013-01-23,2210.5,7480,1,0.2963974146
2013-01-25,2226,7365,0,0.2900685864
2013-01-29,2243.5,7515,0.6666666667,0.2969768944
2013-01-30,2249,7550,1,0.3029716954
2013-01-31,2357.5,7635,0.6666666667,0.3048777121
2013-02-04,2341,7710,1,0.3497757759
2013-02-05,2356.5,7655,0.5,0.336118602
2013-02-06,2381,7655,0.5,0.345380043
2013-02-07,2377,7600,1,0.3524309081
2013-02-08,2379,7610,0.5,0.349223196
2013-02-13,2382,7595,0,0.3519383853
2013-02-14,2385.5,7540,0,0.3521838498
2013-02-15,2413,7610,0,0.3535929198
2013-02-18,2415.5,7710,0.6666666667,0.3651330058
2013-02-19,2430,7815,0.5,0.3645350905
2013-02-20,2434,7845,0,0.3708241009
2013-02-21,2401.5,7765,0,0.3711662754
2013-02-22,2418,7785,0.5,0.3575409717
2013-02-25,2367,7585,0.6666666667,0.3663397723
2013-02-26,2361.5,7460,0,0.3435707698
2013-02-27,2340.5,7465,0,0.3452785907
2013-02-28,2330.5,7450,1,0.3359562133
2013-03-01,2303,7405,0.5,0.3333886933
2013-03-04,2318,7490,0,0.3228935599
2013-03-05,2317,7460,0,0.3302766104
2013-03-06,2331,7440,0.6666666667,0.3288248184
2013-03-07,2330.5,7565,0,0.3352738733
2013-03-08,2359,7695,0.6,0.3340506242
2013-03-11,2335,7645,1,0.3456544553
2013-03-12,2332,7645,0,0.3340584461
2013-03-13,2316,7410,0.5,0.3345340775
2013-03-14,2298.5,7420,0,0.3273177114
2013-03-15,2309.5,7540,0.5,0.3211562487
2013-03-18,2293.5,7425,0,0.3270290159
2013-03-19,2327.5,7530,0.3333333333,0.3195229117
2013-03-20,2337.5,7570,0.5,0.33507708
2013-03-21,2373,7600,0.5,0.3367595589
2013-03-22,2379,7675,0.3333333333,0.3514438386
2013-03-25,2350,7635,0.75,0.3517328385
2013-03-26,2344,7540,0.3333333333,0.3393362724
2013-03-27,2354,7560,,0.3382507457
2013-03-28,2314,7515,,0.3419799185
2013-03-29,2321.5,7515,,0.3257663448
2013-04-01,2296.5,7345,0,0.33168025
2013-04-02,2316,7450,0.2,0.3197338254
2013-04-03,2328,7470,0.5,0.32991455
2013-04-04,2324,7490,0.6666666667,0.3336767024
2013-04-08,2318,7515,1,0.3315871133
2013-04-09,2336.5,7540,0.5,0.3294384594
2013-04-10,2331,7440,0.3333333333,0.3366384055
2013-04-11,2293.5,7430,0.5,0.3334851633
2013-04-12,2318,7235,0.6666666667,0.3189113382
2013-04-15,2272,7375,0.3333333333,0.3306488524
2013-04-16,2272,7405,0.25,0.3095728059
2013-04-17,2271.5,7385,0,0.3135126197
2013-04-18,2267,7440,0.25,0.3122870338
2013-04-19,2269,7440,0.6666666667,0.3106762796
2013-04-22,2239,7265,1,0.3124094323
2013-04-23,2245.5,7420,0,0.2992546233
2013-04-24,2261,7510,0.3333333333,0.303699252
2013-04-25,2274.5,7525,1,0.3092348379
2013-04-26,2290.5,7615,0.5,0.3145806938
2013-04-29,2254,7225,0.3333333333,0.3208183316
2013-04-30,2239,7230,0.5,0.3043662029
2013-05-02,2242.5,7465,0,0.3001427153
2013-05-03,2249,7475,0,0.3015984592
2013-05-06,2236,7495,0.5,0.3046177801
2013-05-07,2224,7350,0,0.2997092404
2013-05-08,2255,7570,0.5,0.2951493398
2013-05-09,2244.5,7570,0.2,0.3080414421
2013-05-10,2279.5,7740,0,0.302065227
2013-05-13,2269.5,7690,1,0.3179943076
2013-05-14,2265.5,7640,0.6666666667,0.3111126482
2013-05-15,2253.5,7650,0,0.3104026372
2013-05-16,2280.5,7645,0.3333333333,0.3053016585
2013-05-17,2285.5,7700,1,0.3168259198
2013-05-20,2293,7665,1,0.3178298887
2013-05-21,2292.5,7685,0.5,0.3212137339
2013-05-22,2302,7760,1,0.3202033061
2013-05-23,2306,7800,0.5,0.3238180931
2013-05-27,2308,7805,1,0.3251112693
2013-05-28,2327.5,7865,0.5,0.3258885031
2013-05-29,2342.5,7815,0.3333333333,0.3338037493
2013-05-30,2334,7750,0.75,0.3388110053
2013-05-31,2326.5,7845,0.25,0.33485711
2013-06-03,2313,7785,1,0.3321305244
2013-06-04,2335,7780,0.5,0.3264294455
2013-06-05,2319,7745,0.5,0.3364154091
2013-06-06,2353,7745,0,0.328807962
2013-06-07,2393,7855,0.5,0.3442374531
2013-06-10,2389.5,7850,0.75,0.3582296682
2013-06-11,2396.5,7840,0.3333333333,0.3551286226
2013-06-12,2409.5,7835,0.8333333333,0.3585940611
2013-06-13,2401,7845,1,0.3622973101
2013-06-14,2390.5,7850,0.75,0.3584070374
2013-06-17,2411,7915,1,0.3551537365
2013-06-18,2431,7960,1,0.3636904215
2013-06-19,2426,7995,1,0.3708130463
2013-06-20,2440,7940,0.5,0.3684304262
2013-06-21,2399,7925,0.3333333333,0.3743734981
2013-06-24,2380.5,7820,,0.3559576297
2013-06-25,2388,7875,0,0.3509872445
2013-06-26,2347.5,7820,1,0.3544464962
2013-06-27,2317.5,7750,0.3333333333,0.3376760058
2013-06-28,2339.5,7830,1,0.3284587358
2013-07-01,2348.5,7835,0,0.337955753
2013-07-02,2338.5,7775,1,0.3404761999
2013-07-03,2343.5,7785,0.3333333333,0.3372172317
2013-07-04,2356.5,7870,0.5,0.3392369935
2013-07-05,2350.5,7860,1,0.343422939
2013-07-08,2364.5,7830,0.5,0.3407422373
2013-07-09,2366,7930,1,0.3471528081
2013-07-10,2374.5,7900,0.8,0.3464850623
2013-07-11,2368,7920,0,0.3502264296
2013-07-12,2353,7775,0,0.3470507506
2013-07-15,2276.5,7820,0.3333333333,0.3411472554
2013-07-16,2291,7430,0.25,0.3103119119
2013-07-17,2292,7550,0,0.3202870111
2013-07-18,2305,7755,0.25,0.3191093238
2013-07-19,2313.5,7710,0,0.3261720059
2013-07-22,2316.5,7805,0,0.3291017417
2013-07-23,2323,7845,0.6,0.3289431974
2013-07-24,2298,7725,0.75,0.3315303838
2013-07-25,2288,7120,0.6,0.3206726594
2013-07-26,2230,7715,0.3333333333,0.3180588969
2013-07-29,2238.5,7630,0,0.2942518016
2013-07-30,2234,7770,0.3333333333,0.3011991643
2013-07-31,2231.5,7760,0.6666666667,0.298438339
2013-08-01,2266,7750,0.5,0.2986469647
2013-08-02,2289,7750,1,0.3130753854
2013-08-05,2275.5,7795,1,0.3199061603
2013-08-06,2281,7795,0,0.3138521769
2013-08-07,2241.5,7685,0.5,0.3164993337
2013-08-12,2281.5,7305,0,0.2989609385
2013-08-13,2308,7420,0.8,0.3181973546
2013-08-14,2308,7840,0.75,0.3266471001
2013-08-15,2331,7700,0.8,0.326410913
2013-08-16,2346,7910,0.6666666667,0.33588045
2013-08-19,2385.5,8545,,0.3394960809
2013-08-20,2383,8095,0.75,0.3556733661
2013-08-21,2374.5,8335,0.5,0.3526564809
2013-08-22,2381,8430,0.5,0.3494539412
2013-08-23,2382.5,8520,0,0.3519667561
2013-08-26,2439.5,8620,1,0.3520626936
2013-08-27,2460,8590,0.6666666667,0.3762633761
2013-08-28,2461,8810,0.75,0.3815762048
2013-08-29,2444.5,8590,1,0.3816062282
2013-08-30,2398.5,8460,1,0.3740296211
2013-09-02,2424,8825,1,0.3552018824
2013-09-03,2419,8850,1,0.3685040542
2013-09-04,2400.5,8740,0.5,0.3649258542
2013-09-05,2399.5,8920,0,0.3589960794
2013-09-06,2420,8655,0.5,0.3590796657
2013-09-09,2419.5,8560,,0.3666480608
2013-09-10,2363,8345,0.3333333333,0.3660402548
2013-09-11,2367.5,8345,0.5714285714,0.3431956869
2013-09-12,2359.5,8345,0.5,0.3474634003
2013-09-13,2357,8370,0,0.3428804256
2013-09-17,2335.5,8410,0.3333333333,0.3437198243
2013-09-18,2329,8520,0.6666666667,0.3351559118
2013-09-19,2312.5,8425,0.3333333333,0.3330076076
2013-09-20,2308.5,8370,0,0.3263789683
2013-09-23,2295,8700,0.3333333333,0.3258471941
2013-09-24,2315,8675,0.5,0.3204813109
2013-09-25,2311,8735,0,0.3294722008
2013-09-26,2284.5,8685,,0.3266482749
2013-09-27,2292,8835,0.6666666667,0.3163459276
2013-09-30,2299.5,8815,0,0.3204504099
2013-10-01,2307,8775,1,0.3224835868
2013-10-04,2299,8680,0,0.326080436
2013-10-07,2304,8680,1,0.3224897746
2013-10-08,2323,8680,0.75,0.3245686146
2013-10-09,2339,8735,1,0.3318948321
2013-10-10,2353.5,8810,1,0.3377391564
2013-10-11,2360,8740,1,0.3432072355
2013-10-14,2350.5,8740,0.3333333333,0.3448591284
2013-10-16,2365.5,8855,,0.3404508351
2013-10-17,2382.5,8855,0.5,0.3470929727
2013-10-18,2376,8870,0,0.3531125859
2013-10-21,2379.5,8880,1,0.3500796742
2013-10-22,2411,8945,,0.3520003368
2013-10-23,2431,9135,,0.3641321133
2013-10-24,2428,9080,,0.370926226
2013-10-25,2424.5,9030,,0.3693089638
2013-10-28,2422,9155,,0.3676394192
2013-10-30,2522.5,9520,,0.3661897849
2013-10-31,2541,9700,,0.4079841083
2013-11-01,2572,9825,,0.4104693149
2013-11-04,2560,9715,,0.4238934672
2013-11-06,2548.5,9690,,0.4156540268
2013-11-07,2528,9645,,0.4109764379
2013-11-08,2523.5,9515,,0.4034716305
2013-11-11,2526.5,9765,,0.4027781791
2013-11-12,2533.5,9890,,0.4046200105
2013-11-13,2581,9945,,0.4075874513
2013-11-14,2578,9885,1,0.4269125048
2013-11-15,2582,9875,0.6666666667,0.422955752
2013-11-18,2565,10005,1,0.4252813522
2013-11-19,2553,9875,1,0.417121354
2013-11-20,2552.5,9945,1,0.412967704
2013-11-21,2599,10215,1,0.4136789314
2013-11-22,2635.5,10165,1,0.4329330398
2013-11-25,2613.5,9950,0.5,0.4458603192
2013-11-26,2595,10015,0,0.4354041649
2013-11-27,2592,10080,0.6666666667,0.4285164707
2013-11-28,2593,10240,1,0.4269593648
2013-11-29,2612,10265,0.6666666667,0.427983041
2013-12-02,2602,10030,0.6666666667,0.4366418578
2013-12-03,2599.5,10020,0,0.4314179832
2013-12-04,2609,10280,0.75,0.4309944556
2013-12-05,2604,10250,1,0.4345010577
2013-12-06,2614,10395,0.25,0.431963148
2013-12-09,2624.5,10330,0.6,0.4368364635
2013-12-10,2612,10275,0.5,0.4402679059
2013-12-11,2612,10275,0.2,0.4347038261
2013-12-12,2609,10200,0.6,0.4355001316
2013-12-13,2559.5,10100,0,0.43375626
2013-12-16,2531.5,10025,0,0.4138065763
2013-12-17,2529.5,10020,1,0.4051019169
2013-12-18,2512,9970,0.5,0.404941707
2013-12-19,2515,10055,0,0.3983456988
2013-12-20,2555,10075,0.3333333333,0.4013041164
2013-12-23,2545.5,10160,0.6666666667,0.4169836529
2013-12-24,2559,10135,0.25,0.4109434299
2013-12-26,2563.5,10135,0.3333333333,0.4176718798
2013-12-27,2575.5,10195,0,0.417658782
2013-12-30,2572.5,10280,0.3333333333,0.422529402
2013-12-31,2572.5,10280,0.5,0.4210115258
2014-01-02,2598,10150,0.3333333333,0.4210692507
2014-01-03,2587,10100,0,0.4314421173
2014-01-06,2562,9910,0.5,0.4255658508
2014-01-07,2533.5,9955,0.25,0.4164190406
2014-01-08,2511,9900,0.25,0.4053369404
2014-01-09,2504.5,9915,0,0.3972617452
2014-01-10,2506.5,9865,0,0.3962182127
2014-01-13,2488.5,9610,0.8,0.3976130658
2014-01-15,2493.5,9750,1,0.3902828556
2014-01-16,2510,9735,0,0.3932689775
2014-01-20,2534,9850,0.6666666667,0.3992508883
2014-01-21,2536,9815,0.5,0.4085751008
2014-01-22,2545,9765,0,0.4083988435
2014-01-23,2544,9880,0.4,0.4118055986
2014-01-24,2538,9840,0.5,0.4104383438
2014-01-27,2534,9790,0,0.4081665033
2014-01-28,2500,9685,0,0.4069408439
2014-01-29,2530,9745,0,0.3930335056
2014-02-04,2521,9875,0.5,0.407408761
2014-02-05,2528.5,9970,0,0.4016628964
2014-02-06,2544,10080,0,0.4062858755
2014-02-07,2564.5,10120,0.3333333333,0.4117366337
2014-02-10,2582,10210,0.5,0.4190195103
2014-02-11,2595,10180,0.6666666667,0.4256522007
2014-02-12,2605.5,10150,0.5,0.4299264611
2014-02-13,2622.5,9995,0.5,0.4334248407
2014-02-14,2664.5,10105,0.5,0.4397924824
2014-02-17,2659.5,10170,1,0.4562472082
2014-02-18,2696,10290,1,0.4521089894
2014-02-19,2709,10280,1,0.4678326184
2014-02-20,2715.5,10465,1,0.4703835994
2014-02-21,2737,10475,0.5,0.472944596
2014-02-24,2767.5,10420,1,0.4815091919
2014-02-25,2772,10370,0.5,0.49249007
2014-02-26,2778.5,10565,1,0.4932659948
2014-02-27,2801,10510,1,0.4958754321
2014-02-28,2768,10530,0.75,0.5042357673
2014-03-03,2833,10365,0.6666666667,0.489494767
2014-03-04,2838.5,10260,0.8,0.5185891859
2014-03-05,2846.5,10390,1,0.5164962495
2014-03-06,2839,10520,1,0.5210329534
2014-03-07,2893.5,10635,0.8,0.516849982
2014-03-10,2884.5,10635,0.5,0.5388730729
2014-03-11,2917,10650,1,0.5327973186
2014-03-12,2904,10795,0.6666666667,0.5475755687
2014-03-13,2895,10620,0,0.5395777149
2014-03-14,2859,10625,0.2,0.5366695288
2014-03-17,2830,10315,0.6666666667,0.522307514
2014-03-18,2843.5,10305,0.5,0.5119882767
2014-03-19,2870,10470,1,0.5192284805
2014-03-20,2863,10590,0.8,0.5295785823
2014-03-21,2857.5,10465,0.5,0.5261696266
2014-03-24,2860,10335,0.6,0.5241691737
2014-03-25,2810.5,10310,0.6,0.5244545103
2014-03-26,2815,10295,1,0.5039683323
2014-03-27,2787,10195,1,0.5089264401
2014-03-31,2750.5,10120,0.25,0.4963917641
2014-04-01,2716.5,10005,0.25,0.4836930282
2014-04-02,2733.5,10040,0,0.4715203515
2014-04-03,2702,9885,1,0.4796366033
2014-04-04,2677.5,9900,0.6,0.4662368092
2014-04-07,2661.5,9855,1,0.4585616988
2014-04-08,2654.5,9765,0.5,0.4523148337
2014-04-09,2639,9765,0.5,0.4499233267
2014-04-10,2652,9780,1,0.4445806985
2014-04-11,2653,9825,0.5,0.4507242186
2014-04-14,2684,9960,0.5,0.4501863234
2014-04-15,2700,10125,0.8333333333,0.4632013886
2014-04-16,2690.5,10050,0.75,0.4679959018
2014-04-17,2711.5,9970,0.75,0.4633621885
2014-04-18,2703,9970,0.3333333333,0.472327403
2014-04-21,2682,9975,1,0.4670888589
2014-04-22,2707,10105,0.5,0.4596146187
2014-04-23,2701,10055,1,0.4707742396
2014-04-24,2698.5,10060,0,0.4665836555
2014-04-25,2696,10100,0.5,0.4669287815
2014-04-28,2717.5,10155,0.5,0.4655476083
2014-04-29,2683.5,10075,1,0.4741361641
2014-05-02,2650.5,9895,0.5,0.4594119246
2014-05-05,2646,9885,0.5,0.4478846777
2014-05-06,2622.5,9810,,0.4468709097
2014-05-07,2628,9905,0.5,0.4373762642
2014-05-08,2621,9850,0.1666666667,0.4419393278
2014-05-09,2624.5,9855,1,0.4383507187
2014-05-12,2622,9855,0.5,0.4402718056
2014-05-14,2624,9900,0.6666666667,0.4389926756
2014-05-15,2639.5,9900,0.3333333333,0.4397778023
2014-05-16,2630.5,9740,0.5,0.4460783517
2014-05-19,2594.5,9645,0.3333333333,0.4415293472
2014-05-20,2569,9630,0.6666666667,0.4274291914
2014-05-21,2539.5,9590,1,0.4183488728
2014-05-22,2543.5,9675,0.3333333333,0.4070903571
2014-05-23,2543.5,9695,0.5,0.4108362982
2014-05-26,2495,9650,0.5,0.4108454332
2014-05-28,2502.5,9615,0.4,0.3912070986
2014-05-29,2490,9615,0.25,0.3966517939
2014-05-30,2457,9525,0.3333333333,0.3900335864
2014-06-02,2406,9425,1,0.3781437755
2014-06-03,2404.5,9155,0.25,0.3589156688
2014-06-05,2426.5,9495,0.2,0.3600432419
2014-06-06,2407.5,9455,0.3333333333,0.369249911
2014-06-09,2408,9455,0.75,0.3612766686
2014-06-10,2401.5,9410,0.6666666667,0.3628103798
2014-06-11,2388,9405,0.25,0.3588128841
2014-06-12,2397.5,9420,0,0.3537521844
2014-06-13,2433.5,9490,0.5,0.3586866025
2014-06-16,2429,9420,1,0.3726951585
2014-06-17,2437,9510,0.25,0.3694016567
2014-06-18,2461.5,9685,1,0.3733022949
2014-06-19,2476.5,9675,1,0.3820089809
2014-06-20,2473.5,9650,1,0.3869368822
2014-06-23,2491,9780,1,0.3856163731
2014-06-24,2492.5,9790,0.6666666667,0.392630853
2014-06-25,2505.5,9920,1,0.3919225119
2014-06-26,2503.5,9965,1,0.3976921441
2014-06-27,2484,9820,1,0.396107852
2014-06-30,2462.5,9670,1,0.3881677095
2014-07-01,2425,9655,0,0.3802757167
2014-07-02,2445.5,9685,1,0.3656234513
2014-07-03,2453,9665,0,0.3762485313
2014-07-04,2451,9580,0,0.3782464154
2014-07-07,2449,9500,0,0.3779331326
2014-07-08,2445.5,9405,0.5,0.376978197
2014-07-09,2439,9405,0,0.3748461906
2014-07-10,2434,9450,0,0.372557174
2014-07-14,2376,9270,0.75,0.3709335095
2014-07-16,2369.5,9210,1,0.3472755821
2014-07-17,2390,9190,,0.347676047
2014-07-18,2381,9185,0,0.3557188423
2014-07-21,2372,9160,0.5,0.35185749
2014-07-22,2363,9100,0.2,0.3494361696
2014-07-23,2336.5,8960,0.6666666667,0.3450244322
2014-07-24,2339.5,9045,0.4,0.3343760182
2014-07-25,2344.5,9005,0.5,0.337355269
2014-07-30,2345.5,9005,0,0.3389915177
2014-08-01,2340.5,9075,0.5,0.3396277573
2014-08-04,2331,9120,0.3333333333,0.3376285915
2014-08-05,2328,9130,0.2,0.3335520903
2014-08-06,2302.5,9120,0.6,0.3327217492
2014-08-07,2315,9095,0.3333333333,0.3223862648
2014-08-08,2300,9075,1,0.3290476174
2014-08-11,2261,8835,0.5,0.3219141466
2014-08-12,2212,8955,0,0.3071968157
2014-08-13,2200,8665,0.4285714286,0.288764755
2014-08-14,2147.5,8470,0.5,0.2856856948
2014-08-15,2130,8670,0,0.2649377577
2014-08-18,2092.5,8140,0,0.261314399
2014-08-19,2087.5,8115,0.3333333333,0.2461297744
2014-08-20,2058,8040,,0.2462195519
2014-08-22,2030,8060,0.25,0.2343754195
2014-08-25,1986.5,8020,0,0.224468297
2014-08-26,2003,7940,0.25,0.2077484658
2014-08-27,2014,7835,0.4,0.2165367299
2014-08-28,1979,7730,1,0.2202779299
2014-08-29,1960.5,7845,0.6666666667,0.2061539449
2014-09-02,1933.5,7940,0,0.2002430233
2014-09-03,1976.5,8030,0.6666666667,0.1887239388
2014-09-04,1989,8020,1,0.2083174707
2014-09-05,2024.5,8010,0.6666666667,0.2115772726
2014-09-08,2049.5,8175,1,0.2263746378
2014-09-09,2037.5,8445,1,0.234260853
2014-09-10,2030,8180,0,0.2276200242
2014-09-11,2040.5,8260,0.1666666667,0.2252873301
2014-09-12,2080,8260,0.5,0.2292673272
2014-09-15,2111.5,8360,0.6,0.2453328581
2014-09-17,2117,8220,0.5,0.2569220257
2014-09-18,2155.5,8015,1,0.2578285176
2014-09-19,2128.5,7855,0.3333333333,0.2730088487
2014-09-22,2084,7785,0.3333333333,0.2591977367
2014-09-23,2122.5,7800,0.3333333333,0.2429057906
2014-09-24,2128.5,7920,0.5,0.2603754651
2014-09-25,2180,8050,1,0.2604445438
2014-09-26,2171.5,8015,0,0.2833576499
2014-09-29,2173.5,8025,0.5714285714,0.2765791294
2014-09-30,2184,8200,0.3333333333,0.2776712989
2014-10-01,2199,8165,0.3333333333,0.2812621071
2014-10-02,2184,8065,0.6666666667,0.286775215
2014-10-03,2171.5,8045,0.3333333333,0.2805646026
2014-10-07,2198.5,8155,0.75,0.2761060358
2014-10-08,2204,8255,1,0.2873581242
2014-10-09,2206,8130,0.8,0.2883155259
2014-10-10,2181.5,8045,0,0.2897288319
2014-10-13,2178.5,8160,0.5,0.2790561826
2014-10-14,2175.5,8035,0,0.2786880682
2014-10-15,2157,7860,0.6666666667,0.2774982067
2014-10-16,2124,7865,0.3333333333,0.2704625474
2014-10-17,2150.5,7855,0.25,0.2580404652
2014-10-20,2122,7760,0.5,0.2702212573
2014-10-21,2141,7730,0.5,0.2569545213
2014-10-23,2155,7765,0,0.2672956729
2014-10-24,2181,7800,1,0.2712706027
2014-10-27,2172,7780,0.5,0.2814267531
2014-10-28,2186.5,7940,0.2,0.2767714497
2014-10-29,2212,8035,0.5,0.2828376716
2014-10-30,2263.5,8295,1,0.2921379224
2014-10-31,2260,8290,0.2,0.3123457786
2014-11-03,2302.5,8385,,0.3087127788
2014-11-04,2297.5,8305,0.2,0.3264424718
2014-11-05,2255,8175,0.25,0.3212498638
2014-11-07,2219,7895,0.6666666667,0.3044930582
2014-11-10,2207.5,7920,0.5,0.291691224
2014-11-11,2216,8075,0.75,0.2879359161
2014-11-12,2250.5,8180,1,0.2928256709
2014-11-13,2205.5,8105,0,0.3073536441
2014-11-14,2204.5,8050,0.25,0.2871159933
2014-11-17,2193,8125,0.25,0.2890114812
2014-11-18,2204.5,8090,0.6,0.2829566816
2014-11-19,2227,8030,0,0.288841476
2014-11-20,2189,7925,0,0.2981408458
2014-11-21,2190.5,7955,0,0.2811705207
2014-11-24,2183.5,7905,1,0.2839188063
2014-11-25,2166,7920,0.2,0.279869404
2014-11-26,2196.5,7950,0.75,0.2736444372
2014-11-27,2177.5,7880,0,0.2875105652
2014-11-28,2134,7830,0,0.2775851281
2014-12-01,2106,7665,0,0.2614251023
2014-12-02,2138.5,7610,0,0.2514002586
2014-12-03,2144,7705,,0.26556063
2014-12-04,2151,7675,0,0.2669839335
2014-12-05,2145,7615,0,0.270596414
2014-12-08,2168.5,7675,0.3333333333,0.2670138474
2014-12-09,2140.5,7595,0.5,0.2764478111
2014-12-10,2132.5,7710,0.5,0.2638403035
2014-12-11,2120,7725,0.5,0.2624050497
2014-12-12,2179,7700,0,0.2570386706
2014-12-15,2143.5,7715,0.6666666667,0.2820595017
2014-12-16,2120.5,7680,0,0.2649081483
2014-12-17,2101.5,7710,0,0.2579587561
2014-12-18,2139.5,7745,0.6666666667,0.2499366931
2014-12-19,2118.5,7770,1,0.2661502129
2014-12-22,2142.5,7780,0.6666666667,0.2566891984
2014-12-23,2174.5,7870,1,0.268170851
2014-12-24,2210.5,7890,0.75,0.279173305
2014-12-26,2215,7890,0,0.2923904366
2014-12-29,2265,8035,0.6,0.2931047152
2014-12-30,2287,8115,0.4,0.3129266479
2014-12-31,2282.5,8045,1,0.3189454515
2015-01-02,2259,8135,0,0.3165688948
2015-01-05,2280.5,8045,0.75,0.307047691
2015-01-06,2297,8115,0.5,0.3162635276
2015-01-07,2283,8195,0.75,0.3221280939
2015-01-08,2336,8295,0.3333333333,0.3164599798
2015-01-09,2330.5,8275,0.6666666667,0.3390251128
2015-01-12,2342,8315,0.5,0.3331616289
2015-01-13,2355,8295,0.5,0.3391382731
2015-01-14,2345.5,8190,0,0.3433717197
2015-01-15,2368.5,8250,0.5,0.3383578325
2015-01-16,2303,8175,0.2857142857,0.348967692
2015-01-19,2304.5,8145,1,0.3204220741
2015-01-20,2321.5,8130,0.5714285714,0.3247508673
2015-01-21,2332.5,7950,0,0.33074361
2015-01-22,2278.5,7880,0.25,0.3351088783
2015-01-23,2242,7790,0,0.3134647741
2015-01-26,2206,7550,0.5,0.3002571446
2015-01-27,2166,7505,0.4,0.2863230331
2015-01-28,2198,7595,0.2,0.272126929
2015-01-29,2177.5,7405,0.5,0.2880508311
2015-01-30,2125.5,7380,0.8,0.2777700835
2015-02-04,2191,7645,0.5,0.25832529
2015-02-05,2238.5,7905,0,0.2870386038
2015-02-06,2286.5,8070,1,0.3021273055
2015-02-09,2317.5,8045,0.3333333333,0.3217056381
2015-02-10,2307.5,8085,1,0.3318586278
2015-02-11,2280,8035,0,0.3248421638
2015-02-12,2258,8105,0,0.314010676
2015-02-13,2271.5,8075,1,0.3058755524
2015-02-16,2278.5,8310,0.5,0.3126558415
2015-02-17,2299,8240,0.6,0.3154525114
2015-02-18,2293.5,8300,1,0.3241660858
2015-02-23,2257.5,8090,0,0.3206059313
2015-02-24,2231.5,8180,0,0.3058570493
2015-02-25,2240,8145,0,0.2967032283
2015-02-26,2277,8260,0,0.3010669569
2015-02-27,2266,8380,0.6666666667,0.3163736905
2015-03-02,2343.5,8530,1,0.3107013528
2015-03-03,2359.5,8510,0.6,0.3432728775
2015-03-04,2360.5,8510,1,0.3448255787
2015-03-05,2325.5,8425,0.25,0.3453422054
2015-03-06,2277,8270,0,0.3304176545
2015-03-09,2284,8155,0,0.3111906163
2015-03-10,2233.5,8005,0.3333333333,0.3168988661
2015-03-11,2238,8095,0,0.2959141515
2015-03-12,2244,8035,1,0.3014715858
2015-03-13,2239,8080,0.5,0.3029831251
2015-03-16,2193,8120,1,0.3008484785
2015-03-17,2187,7900,0,0.2826914616
2015-03-18,2200,8005,0,0.2817543623
2015-03-19,2197.5,8040,1,0.2869328232
2015-03-20,2190,7910,0.5,0.2860049689
2015-03-23,2192,7930,0.5,0.2836320226
2015-03-24,2166,7865,0.4,0.2841054172
2015-03-25,2164,7970,0,0.2730813038
2015-03-26,2191,8015,0.75,0.2738911697
2015-03-27,2157.5,7965,0,0.284781106
2015-03-30,2167.5,7970,0,0.2699228458
2015-03-31,2143.5,7925,0.5,0.2763284563
2015-04-01,2154.5,7925,0,0.264841512
2015-04-02,2168,7915,0,0.2709592952
2015-04-03,2176,7915,0,0.2761097387
2015-04-06,2206.5,8210,0.5,0.2787491573
2015-04-07,2205.5,8215,0.3333333333,0.2911834557
2015-04-08,2181.5,8160,0.6666666667,0.2887534221
2015-04-09,2142.5,7995,0.6666666667,0.2791978089
2015-04-10,2126.5,7980,0,0.2639754346
2015-04-13,2135.5,7945,0.5,0.2589395256
2015-04-14,2128,7855,0,0.2637307725
2015-04-15,2160.5,7925,1,0.2607983776
2015-04-16,2164,7845,0.5,0.2749287688
